work_id,book_id_list_en,title,publication_year,language_codes_en,num_pages_median,description,popular_shelves,genres,author_id,author_name,author_average_rating,author_ratings_count,series_id,series_title,series_works_count,ratings_count_sum,text_reviews_count_sum,average_rating_weighted_mean
48123027,['28113931'],A Captain for Christmas,2015,['en-US'],62.0,"Lady Serena Olston has spent the last ten years carefully rebuilding her reputation after an incident at a Christmas party ruined her in polite society. Just as she is about to be accepted by London society once more, the man who abandoned her reappears and greets her as if nothing had ever happened between them.
Hurling mulled wine, including the cup that contained it, at a decorated war hero does nothing to help her reclaim her reputation, and Serena returns to her family's empty London home, furious with both Captain Jonathan Luttrell and herself. A huge snowstorm is looming over London, threatening to trap Serena there, just as Captain Luttrell comes knocking at the door, determined to get to the bottom of their problems once and for all. Once he's dealt with the issue of his ruined uniform, that is...","3-star,adult-fiction,amazon,currently-reading,dd,dollar-3-and-under,domestic-discipline,e-book-have,erotica,fiction,free-books-ku,free-ku,historical,historical-fiction,historical-romance,holiday-christmas,kindle-unlimited,louise-taylor,m-f,nono-novella,pages-100-or-less,read-2016,read-mf-romance-historical,recent-ebooks,reviewed,romance,spanking-dd,to-read,xs","fiction,history, historical fiction, biography,romance",79559,Louise Taylor,4.28,551,,,,22,8,4.14
45370068,['25570248'],Plato for Plumbers,2015,['eng'],,"The week before an important philosophy conference, Kenneth is struggling to finish both the last chapter of his book and the paper he's writing for the event. His efforts are thwarted by a leaky faucet--and his life as a whole is turned upside down by the plumber who shows up to fix it.","1001,11temp-blue-covers,12temp-need-ratings,2015-reads,2fsrc-quas,2fsrc-wip,2read-fiction-all-wip,2read-i-mm-all,arc,arc-netgalley,blogged,blue-collar,books-to-consider,college,contemporary,contemporary-romance,dnf,do-not-read,e-arc,erotica,fiction,gay,humor,less-than-three-press,lt3,m-m-books-i-own,m-m-romance-own,maybe,meh,menz,mm,mm-cont,netgalley,ng,no,philosophy,pp-2read-49-and-under,pub-lt3-2read,published-it,read-2015,relationship-m-m,reviewed-by-me,romance,short-stories,short-story,short-story-less-than-50-pgs,tbr,teachers,to-be-released,to-read,to-read-contemporary,to-read-rom-contemp,vertically-challenged,w-monly,w-tbr-knockout-a-inactives,w-tbr-knockout-feed-singles,w-tbr-knockout-potentials,w-tbr-ko-adds,yaoi-contemporary","fiction,romance",7412478,Francis Gideon,3.53,739,,,,14,9,3.0
45334684,['25542668'],The Accidental Superheroine,2015,['eng'],160.0,"When newly-coined physicist Mira Verborgen sprung for a cushy internship at CERN, she did not expect to end up working side by side with sensitive European hottie, Giancarlo Colombo, or the sudden-onset case of butterflies whenever he's around.
Nor did she expect the two of them to end up the inadvertent subjects of a megalomaniac Russian scientist's deadly energy experiment. Instead of their budding relationship being cut short along with their material existence, the pair develops a startling mutation. A mutation that puts them in the crosshairs of Swiss, French, and American governments - not to mention the dastardly Dr. Orlov.
With CERN held hostage by Orlov and his rapidly-evolving superpowers, do Mira and Giancarlo have what it takes to own their mutation and protect the free world, before it's too late?","a-library-reserve,adorkable,chick-flick,fantasy-and-science-fiction,female-authors,fiction,giveaway,giveaway-books,kindle-unlimited,maybe,modern,published,rain-j-r,romance,to-read,want-to-read,washington-authors-books","fantasy, paranormal,fiction,romance",5753883,J.R. Rain,3.9,78734,,,,11,5,3.75
44731301,['25051354'],Sacrifice,2015,['eng'],,"STEAMY SCIENCE FICTION ROMANCE...JUST WHAT THE GALAXY ORDERED!
As the truth behind Sair's place in the galaxy and Drea's unique existence are revealed, it becomes clear that they are vital to the success of the coup. But their part in ending the Ithian Alliance may come at a terrible price for Sair: the loss of the remarkable woman he has fallen in love with--and their chance to inherit the stars.
ABOUT THE INHERITED STARS SCIENCE FICTION ROMANCE SERIES:
The year is 3500 AD--more or less. No one really keeps track anymore. Since the fall of peacekeeper planet, LaGuardia, two centuries before, much has been lost. Few remember that LaGuardia was once known as Draxis. Fewer still have knowledge that Draxis once guarded a spatial vortex--a crossrip in time and space--and passageway to a legendary world called Earth where the human species originated. Somewhere, hidden in a forgotten archive, is the written history of the known universe and the chronicles of the men and women who helped forge a future in the stars.
Author LAURIE A. GREEN is a multi-Golden Heart Finalist and space enthusiast.","currently-reading,ebooks,sci-fi-romance,science-fiction-romance,sfr,sfr-pubbed-in-2015,to-read","fiction,romance",12519909,Laurie A. Green,4.08,770,863312.0,The Inherited Stars,7.0,8,4,4.25
50402363,"['26856991', '29550355', '29540891', '28665440', '31804082']",Fighting To Be Free,2016,"['en-GB', 'en-US', 'eng']",400.0,"Jamie Cole has just been released from juvenile detention. Determined to go straight, he tried to cut ties with crime boss Brett Reye--but Brett has no intention of letting him go. Jamie's life is already more complicated than it needs to be, yet when he meets a beautiful stranger at a bar, Jamie knows he's in over his head.
Ellie Pearce has just gotten out of a terrible relationship and isn't looking for anything serious...until she meets Jamie. Their attraction is overwhelming and intense-she can't seem to shake her growing feelings for him, even though she's trying to keep it casual.
But when fate goes horribly wrong and Jamie's family is faced with ruin, he's forced to strike a deal with Brett. Despite his struggles, he wants nothing more than a future with Ellie. That's until Ellie finds out that he's been hiding more from her than she could ever imagine...
6 MILLION READS ONLINE!
The original Wattpad sensation - fully revised and with brand new content","2016-reading-challenge,2016-reads,abgebrochen,above-four-rating,abuse,all-2016-release,angst,arc,arc-netgalley,arc-s,arcs,bad-boy,bad-boys,book-boyfriend,book-boyfriends,book-wishlist,books-i-own,books-i-own-not-read,buy-ebook,bz,cheesy-i-love-it,chick-lit,cliffhanger,coming-soon,computer,contemporary,contemporary-romance,currently-not-reading,currently-reading,dark,death,deutsch,did-not-finish,dnf,donna,drama,dual-pov,e-book,eeee,erotic,favorites,fiction-old,fighters,fighting-to-be-free,first-in-series,from-publisher,german-reads,giveaway,high-school,hoerbuecher,i-own-it-on-kindle,ibooks,inizi-saghe,kindle,kirsty-moseley,letti-2017,library,love,maybe,mf-romance,must-read,net-galley,netgalley,new,new-adult,new-adult-young-adult,next,not-finished,not-interested,on-my-shelf,owned,personal-library,r,read-17,read-2016,read-2017,read-in-2016,read-in-2017,read-in-english,read-on-wattpad,reading-ideas-for-2018,regal,romance,sept-16,sept-2016,september-2016,series,series-complete,sospesi,sports,spotify,sub,suspense,to-be-released,to-buy,to-read,unworthy-books,violence,wattpad,wish-list,young-adult","fiction,romance,young-adult",5434809,Kirsty Moseley,4.01,107303,932558.0,Fighting to Be Free,2.0,1015,188,4.12
48644236,"['28797459', '28493975']",Crach and Burn,2016,['eng'],330.0,"Every love story should have its own song...
A childhood promise has Chance Walker picking up a guitar once again. Sure, he's been busy growing up, finishing college, and even law school. He made a promise to his dying mother and he's determined to keep it. While his guitar playing dreams were big when he was a kid, his skill is rusty and he hires Erin Michaelson to bring music back into his life. Not only is she incredibly talented, she's one of the sexiest women he's ever met. It's hard to focus on correct finger position when her sweet scent threatens to drive him out of his mind.
Less than twenty-four hours after his first lesson he sees her again, but this time she's on stage using another name and seducing an entire audience of men. He played the gentleman card once, and it got him nowhere. This time, all bets are off and he'll do whatever it takes to keep her. A single, sizzling backstage kiss will change both of their lives forever, because Chance soon realizes that Erin is not just an itch, she's an obsession that he refuses to live without.
Erin Michaelson spends her days teaching guitar and her nights on stage as her sexy alter-ego, Eva James. Music is her dream, her passion. All she wants is to say goodbye to a lifetime of scraping by, working two jobs, and paying for past mistakes. When a major record label exec hears her band play, she gets her big break. But life can be a real bitch, and meeting Chance now is just bad timing.
Problem #1: The record label wants her to dump her band and move to L.A. Problem #2: She hadn't counted on Chance Walker and the scorching heat of that first kiss. And last but not least is Problem #3: Is Chance really falling in love with the dull guitar teacher, or is he really just lusting after the sexy Eva James?
Will success make all of Erin's dreams come true? Or will falling in love make them both crash and burn?","01-book-recs-similar,1-kindle-to-sort,161-350-pages-20-tower-challenge-v,1st-in-series,200-350-pages,2016-reads,2016-releases,2017-nbrc-cleaning-out-tbr,2017-pifm-2,2017-reading-list,2017-tbr,2017_arc,21,4-stars,adult,adult-books-for-when-im-an-adult,amazeballs-books,amazon,arc,arcs-to-be-read,ash,author-c,author-supplied,b-r-21,books-released-in-2016,books-to-add-to-listchallenge-list,cloud,contemporary,contemporary-romance,currently-reading,did-not-finish,digital,e-book,ebook,ecopy,ed-pub-month-jan,ed-pub-year-2016,erotica,falling-in-love,first-reads,free-am,free-amazon,free-reads,freebie,hard-copy,have-now-10,incomplete-series,instafreebe,kindle,kindle-books,kindle-e-books,kindle-library,kindle-need-to-reads,kindle-owned,kockshastra,michele-callahan,music,music-star,musicians,need-to-rate-review,netgalley,netgalley-archived-to-read,netgalley-reviews,netgalley-to-read,new-adult,new-adult-contemporary,next-ebook,on-my-kindle,own-ebook,own-on-kindle,owned,owned-but-unread,pages-0300-to-0399,plus-1,purchased,purchased-but-not-read,purchased-not-read-yet,queued-to-read,read-in-2016,rock,romance,romance-contemporary,rrrc-mng18-group-1,rrrc-mng22-bonus,rvp,series,sp,stand-alone,starting-over,tbr-library,tbr-owned,title-c,to-read,top,want-to-read-kindle,wish-list,www-instafreebies-com,y-romance-contemporary,y-young-adult,zz-300-plus-pages","romance,young-adult",4893545,Michele Callahan,4.05,788,886074.0,Love You Like a Love Song,3.0,268,77,4.08
48160632,['30422937'],The Road in Between,2016,['eng'],,"Mia
Laurence was it - the end of the line - my prince in a sea of frogs. When he proposed, I slipped the dazzling diamond on my ring finger without hesitation. Little did I know our vows, in sickness and in health, would be tested before our marriage had even begun, shattering the future we painted so brightly.
A year later, single and forging a new life in San Francisco, the past was unshakable. As was the love I had for the man who captured my heart at first glance.
An unattainable fantasy, Laurence haunted my dreams and taunted me with the reality of what could have been. If I wasn't damaged goods, if I was able to have kids, if if if....one thousand and one ifs.
Laurence
What is there to say? Mia was my everything and when she left, I was destroyed. Work became my focus, my reason for getting out of bed each morning and my drive to continue. Slowly, as the days blurred together the pain she caused dulled to a low ache. One phone call though changed everything and the past collided with the present.
As the true reason behind our breakup comes to light, will I be able to convince Mia that I don't need a hallmark card?
I simply need her.","00-sin-portada,10-stars-if-i-could,1st-in-a-series,2016-release,201_-release,3-star-read,arc,chick-lit,contemporary-romance,dirty-talk,ebooks-i-own-amazon,favorites,future-sb,futuros,genre-contemp-romance,genre-new-adult,gotta-have-a-closer-look,haven-t-got-it-yet,just-finished,my-bookd,my-virgin-read-of-this-author,nicole-simone,previous-submissions,read-and-utterly-awesome,read-in-2016,recommendations,romance,sb,second-chances,simone-nicole,sin-portadas-sb,sooner-than-later,to-read,to-read-2016",romance,7729837,Nicole Simone,3.61,1790,,,,33,27,4.32
50678242,['30223761'],Tide Pools,2016,['eng'],,"TIDE POOLS: A contemporary romance novella by USA Today bestselling author Heather B. Moore
Lexi makes a quick trip to Hawaii to attend her friend's wedding, and she discovers that the engaged couple, Sydney and Apelu, are still trying to match-make for her. Lexi laughs because not only does their friend David have a serious girlfriend, but he owns a restaurant on the island. But when Lexi meets David, she has a hard time remembering why all of her plans were so important.
**Originally published in A Timeless Romance Anthology: Summer Wedding Collection**","beach,clean-read,clean-secular-romance,contemporary,fiction,hawaii,kindle,kindle-book,lds-author,not-kids,novella-short-story,novellas,novels,own-ebook,personal-library,realistic,review-books,romance,romance-clean,summer-book-trek,to-read","fiction,romance",1344869,Heather B. Moore,3.99,12071,,,,30,24,4.45
47876897,"['27882717', '28924995']",Trouble in Mind,2016,['eng'],341.0,"She couldn't get him out of her mind--and that's when the trouble started.
FBI Special Agent Alana Matheson is good at her job, despite a past that would make even a seasoned agent cringe. She has no time for the outside help the victims' family has brought in on a kidnapping case, no matter how good looking he is.
But galactic tracker Gabriel Cruz is no ordinary private investigator, and the skills he brings to the job will save both their lives. Because Lana and Gabriel are not the only ones seeking an unusual little boy and his mother. Their rivals in the chase are not of this world, and only an alliance built on the bonds of love can ensure that Lana and Gabriel beat the alien hunters to their prey.
A Golden Heart Finalist, TROUBLE IN MIND is the page-turning sequel to Donna S. Frelick's debut, UNCHAINED MEMORY.","0-now2,2016-new-release-challenge,adult,alien-earth-pnr,arc,audios,awesome,book-series-i-follow,books-reviewed,books-to-buy,bordel,chick-lit,e-book,e-books,ebook,fantasy,favorites,gemini-2016,giveaway-books,giveaways-entered,ku,maybe,mystery-suspense,nc-author,new-in-2016,out-of-this-world,own-it,paranormal-romance,portals,portals-project,portals-sfr-brigade,read-in-2016,read-soon,really-wanna-read,received-for-review,reread-in-2017,reviewed,romance,sci-fi,sci-fi-romance,science-fiction-fantasy,scifi,series,sfr,sfr-brigade,start-following-this-author,suspense,take-control-tbr-2016,tbr,to-listen,to-read,trouble-in-mind-interstellar-rescue,x-rated","fantasy, paranormal,fiction,mystery, thriller, crime,romance",12203924,Donna S. Frelick,3.97,148,895014.0,Interstellar Rescue,2.0,22,14,4.32
51191806,"['30649428', '31544318']",You'll Think of Me,2017,['eng'],308.0,"In a small town in Idaho's idyllic wine country where the past looms large, can two people realize their individual dreams for the future ... together?
Abandoned once too often, Brooklyn Myers never intended to return to Thunder Creek, Idaho. Her hometown holds too many memories of heartache and rejection. But when her estranged husband Chad Hallston dies and leaves his family home and acreage to her and their ten-year-old daughter Alycia, it's an opportunity to change their lives for the better--a chance Brooklyn can't pass up, for Alycia's sake if not her own.
Derek Johnson, Chad's best friend since boyhood, isn't keen on the return of Brooklyn Myers to Thunder Creek. He still blames her for leading his friend astray. And now she has ruined his chance to buy the neighboring ten acres which would have allowed him to expand his organic farm. To add insult to injury, Chad's dying request was that Derek become the father to Alycia that Chad never was. How can he keep that promise without also spending time with the girl's mother?
Brought together by unexpected circumstances, Derek and Brooklyn must both confront challenges to their dreams and expectations. He must overcome long held misconceptions about Brooklyn while she must learn to trust someone other than herself. And if they can do it, they just might discover that God has something better in mind than either of them ever imagined.","1st,2015-2018-books,2017-50-states-challenge,2017-books,2017-books-read,2017-challenge,2017-finish-the-sentence-challenge,2017-mixed-up-abc-challenge,2017-reading-challenge,2017-reads,2017-to-read,adult,adult-to-read,arc-reviewer,audible,audiobooks,available-at-library,blogged,book-look-bloggers,books-i-own,books-of-2017,books-read-in-2017,borrowed-library-book,cant-wait-for-unreleased-books,challenge,christian,christian-fiction,christian-fiction-books,christian-fiction-deverourers-reads,christian-fiction-romance-toread,christian-romance,clean-romance,completed-in-2017,contemporary,contemporary-fiction,contemporary-romance,could-not-finish,currently-reading,dnf,dnr,e-library-ebook,ebook,eventually,family,family-relationships,favorites,fgtc,fiction,fiction-books,fiction-guild,forgiveness,free-from-conference,friendship,g-twn-library,giveaways,hatcher-rl,hatcher-robin-lee,horses,i-own-a-copy,import-sort,inspirational,inspirational-fiction,kindle,kindle-ebooks,kindle-own-a-copy,library,library-challenge-2017,loaned-on-deck-reads,love-stories,marriage,maybe,mini-review,mother-daughter-relationship,must-read-to-finish-series,my-books,netgalley,new-books,not-owned,not-read,on-my-bookshelf,order-in-process,parker-library,pb-ready-to-read,pub2017,publisher-supplied,read-in-2017,reading-next,reviewed,robin-lee-hatcher,robin_lee_hatcher,romance,romance-christian,spiritual-themes,the-fiction-guild-books,thomas-nelson,to-read,want-to-read,y-books,y-religious-inspirational,y-romance-contemporary","fiction,romance",62524,Robin Lee Hatcher,3.96,22553,,,,300,107,4.1
55472362,['34383725'],The Art of Mutual Pleasure,2017,['eng'],153.0,"--- The path to debauchery is strewn with good intentions. ---
Benjamin Snowley is trapped in a most distressing predicament. He's been feeling poorly and after having recently recovered from influenza, he knows that the fault for his declining health lies in a vice he wouldn't dare mention in polite conversation.
Onanism, self-pollution, masturbation. All names for the same sinful affliction.
For Benjamin, it all started back at school, where he first encountered the immoral Frederick Cory. Ever since then, the man has been plaguing Benjamin's dreams and causing most unnatural urges.
Now is the time for all the infatuation nonsense to stop. With the help of an unorthodox doctor and an indecent proposition to a young stablehand, Benjamin will rid himself of the vile addiction.
But can the experimental treatment be enough to make him forget his feelings for Frederick?
Warning: Contains a clueless young man on a futile quest for chastity and a libertine artist eager to rid him of that goal
POSSIBLE SPOILERS:
Themes: masturbation, historical attitudes to sexuality, medicine, doctor, guilt, unorthodox treatment, master/servant, groom, superstition, moral failure, enemies to lovers
Genre: M/M Regency romantic erotica
Erotic content:explicit language, inappropriate medical examination, cum swallowing, bareback, sex toys, body worship, multiple partners
Length: ~45,000 words","08-sep-ultimate-bonus,2017-read,2017-reads,2017releases,adult,arc,barebacking,bdsm,bdsm-kink,body-worship,character,cisgender,cum,currently-reading,dirty-sexy-porny,doctor,ebook,ebooks,enemies-to-lovers,erotic,erotica,erotica-mm,examination,explicit,favorites,favourites,fiction-literature,free,freebies,gay,genre-erotica,genre-historical,glbt,groom,guilt,historical,historical-fiction,historical-romance,hot-hot-hot,illness-injury,insertables,kindle,kindle-lendable,kindle-unlimited,kink,kinky,ku,lendable,lgbt,m-m,m-m-historical,m-m-m,m-m-romance,m-m-to-read,made-me-laugh,master-servant,masturbation,medical,medicine,mine,mm,mm-historical,mm-romance,mm-tbr,mm-to-read,mmm,moral,multiple-partners,on-kindle,owned,owned-amazon,owned-books,owned-but-not-read,pansexual,patient,pleasure,polyamory,poss-read,proposition,pwp,queer,read-in-2017,regency,rent-boy,reviewed,romance,setting,sex-toys,sexuality,single-title,stand-alone,story,superstition,theme,to-read,to-read-mm,treatment,unorthodox,unprotected-sex,virgin","fiction,history, historical fiction, biography,romance",6150530,K.A. Merikan,3.83,21277,,,,201,81,3.84
56174767,['34912723'],The Doctor Falls For Her Gargoyle,2017,['eng'],90.0,"Dr. Sophie Mead has a problem.
She's falling for one of Nocturne Falls' resident gargoyles: the tall, muscled, and sexy Elias Saunders.
But when Elias comes to her after being attacked, she has to put aside her attraction for him. What looks like a small mark on his left forearm is more than just a mark. His skin is turning to stone - and it's spreading.
Sophie enlists the help of an old family friend, and joins Elias on a desperate quest to find out what's happened to him, and how to stop it, before he becomes a statue. Permanently.","2017-reading-list,arc,author-supplied,barnes-and-noble,books-read-in-2017,cozy-myst-para,currently-reading,e-book,ecopy,fae,fantasy,favored-cozy-series,fluffy-fun-reads,girly,its-complicated,kindle,kindle-find,kindles,kristen-painter,memorable-ish,nfu,nocturne-falls,novella,own-ibook,paranormal,paranormal-fantasy,paranormal-romance,paranormal-theme,pn-gargoyles,pn-romance,rmantic-esque,romance,shifters,super-natural,to-read,urban-fantasy,usa,vampires,want,wish-list,witches-mages","fantasy, paranormal,romance",5694181,Cate Dean,3.85,7351,1050465.0,Nocturne Falls Universe,25.0,131,35,4.47
54747599,['33824656'],"You're Mine, Valentine",2017,['eng'],45.0,"Valentine is finally going to meet her long-time crush, Maccallum Day. If she can somehow get past her shyness, she's going to convince Mac that if she can't be his forever-mate, she can at least be his weekend mistress.
Wolf shifter, Mac, has been waiting for the Goddess to send his mate, but he's growing impatient. After fifty years of celibacy, he is more than ready to meet the one woman that is his perfect match. In the meantime, he's finding it harder and harder to stop thinking about Valentine White. Although he knows nothing more of her than what she has revealed in work emails, he can't stop fantasizing about things that could never be.
When Valentine and Mac meet, they realize there is more to their connection than the sweet emails they exchanged.
Warning: this shifter novelette is fast and hot. If you are into dominant alpha males with a dirty side, and you're a sucker for a sweet kismet romance, then come on in!","0-owned,1,2017-reads,4-star-read,aliens,alpha-male,alpha-male-possessive-hero,amazon-library,arc,arcs,bbw,boss,boyfriend-material,cave-man,cheesy,cover-lust,currently-reading,curvy-heroine,ddlg-ageplay-age-gap,erotic,erotic-romance,faithful-after-meeting-heroine,free-reads,genre-syfi-fan-horr,get-together-stay-together,hea,hero-celibate-year-or-more,holiday-read,hot-alpha,hot-and-sexy,indie-own,just-ok-epilogue,kindle,kindle-unlimited,love-at-first-sight,low-angst,military,no-cheating,no-ow-om-drama,no-separation,not-enough-couple-time,novella,over-the-top-alpha,paranormal,pnr-uf,possessive-alpha,protectors,romance,safe-no-cheating,shapeshifters,shelf-h-authors,shifter,shifter-wolf,shifters,short-read,short-smutty,short-story,shy-heroine,to-be-shelved,to-read,upload-from-amazon,werewolves,wolf,wrote,xxx,young-adult","fantasy, paranormal,romance,young-adult",16222456,Paige Hammonds,3.99,135,,,,77,16,3.81
56701364,['35335478'],Werelock Evolution: The Complete Trilogy,2017,['eng'],987.0,"All 3 books in the Werelock Evolution trilogy, available for the first time in one convenient, discounted bundle.
*************
He's a spoiled Alpha used to getting whatever he wants. She's a stubborn eighteen-year-old determined to disappoint him.
Finding love at first sight with your fated soul mate sounds so romantic. Unless, of course, that ""mate"" happens to be your brother's sworn enemy and the overbearing Alpha werewolf-warlock who has taken you hostage.
Things get complicated in this twisty enemies-to-lovers trilogy about a stubborn American girl who stumbles upon forbidding paranormal circumstances when she travels to Brazil and finds herself at the center of a blood feud between rival South American werewolf packs.
The task of taming a formidable, drop-dead sexy werelock has never been so hard. And so hot.
*************
What readers are saying:
* ""What makes this book so good isn't just the unbelievably hot scenes, good writing and fresh story lines. It's also how ALL the characters are interesting--not just the main couple. Even when Alex and Milena aren't in the same scene together, those werelocks carry the story. They're scene stealers--all of them.""
* ""Phenomenal! Hettie Ivers has created a fascinating magical werewolf world and filled it with characters that are worthy of our interest and love.""
* ""This had to be one of the most hilarious books ever.""
* ""Oh my, the romance was so hot and steamy and just downright nasty (in a good way).""
* ""...grab a fan and a cold beverage. Alex and Milena get it on... and on... and on. And I loved every moment.""
* ""Taking the genre to a higher level! Moments of suspense and dark surprise are often balanced with unexpectedly hilarious ones...""
* ""Wow, the sexual scenes between Alex and Milena are scorching Hot.""
* ""I was entertained the entire time while reading since it is so different from other shifter 'worlds' I have read.""
* ""This is an amazing story that keeps you guessing! This author has a gift where the scene plays right before your eyes. You will not want to put this book down!!""","2017-challenge,2017-release,addictive,adult,all-three-stories-in-one-box-set,alpha-seriously-alpha,best-supporting-characters,book-boyfriends,cover-porn,currently-reading,dark,erotic-romance,even-better-2nd-time,fantasy-land,favorite-author,for-carrie,hottie-ivers,humor,humorous,loved-it,mafia-or-drug-cartel,magic-or-witches,menage,mr-tdh,my-2017-reading-list,new-adult,paranormal,paranormal-romance,re-read,romance,romantic,series,series-i-love,sexy-erotic,shapeshifters-or-were-animals,shifting,super-hot,supernatural-creatures,suspense,thriller,to-read,werewolf,would-read-it-again","fantasy, paranormal,mystery, thriller, crime,romance",15044336,Hettie Ivers,4.2,1475,1077431.0,Werelock Evolution,6.0,42,12,4.57
